landmark_id,landmark_name,address,image_path,file_name,areaId
142,강서구민올림픽체육센터,서울특별시 강서구 등촌동 707-3,양천고성지_001_38718656.JPG,양천고성지_001_38718656.JPG,18
143,강서구청,서울특별시 강서구 화곡로 302 강서구청,강서구청_001_33640234.JPG,강서구청_001_33640234.JPG,18
144,강서문화원,서울특별시 강서구 화곡동 111-90,강서문화원_001_42673649.jpg,강서문화원_001_42673649.jpg,18
145,강서소방서개화119안전센터,서울특별시 강서구 개화동로19길 8,고촌119안전센터_001_43021418.jpg,고촌119안전센터_001_43021418.jpg,18
146,강서청소년회관,서울특별시 강서구 공항대로42길 23-19 강서청소년회관,강서청소년회관_001_42588145.jpg,강서청소년회관_001_42588145.jpg,18
147,강서한강공원,서울특별시 강서구 방화동 2-32,강서 한강공원_001_42673439.jpg,강서 한강공원_001_42673439.jpg,18
148,강제징용노동자상,서울특별시 용산구 한강로3가 40-999,강제징용노동자상_001_37748059.jpg,강제징용노동자상_001_37748059.jpg,13
149,강촌아파트,서울특별시 용산구 이촌로87길 13,강촌아파트_001_0.jpg,강촌아파트_001_0.jpg,13
150,강풀만화거리,서울특별시 강동구 천호대로168가길 38-3,강풀만화거리_001_38749127.jpg,강풀만화거리_001_38749127.jpg,17
151,개봉교회,서울특별시 구로구 개봉로 16가길 20,개봉교회_001_36262964.jpg,개봉교회_001_36262964.jpg,4
152,개봉동성당,서울특별시 구로구 개봉로 18길 11,개봉동성당_001_36263383.jpg,개봉동성당_001_36263383.jpg,4
153,개봉역,서울특별시 구로구 경인로 40길47,개봉역_001_36263813.jpg,개봉역_001_36263813.jpg,4
154,개봉푸르지오,서울특별시 구로구 남부순환로 775,개봉푸르지오_001_0.jpg,개봉푸르지오_001_0.jpg,4
155,개운산스포츠센터,서울특별시 성북구 북악산로 949-60 성북구의회청사,개운산스포츠센터_001_0.jpg,개운산스포츠센터_001_0.jpg,21
156,갤러리3안,서울특별시 종로구 삼청동 27-22,갤러리3안_002_38749629.jpg,갤러리3안_002_38749629.jpg,1
157,갤러리B,서울특별시 강남구 청담동 9-7,(강남구)갤러리 B_001_34534465.jpg,(강남구)갤러리 B_001_34534465.jpg,9
158,갤러리JJ,서울특별시 강남구 논현로 745(논현동),갤러리JJ_001_42033863.jpg,갤러리JJ_001_42033863.jpg,9
159,갤러리M,서울특별시 종로구 인사동4길 12(낙원동),갤러리M_001_39732299.jpg,갤러리M_001_39732299.jpg,1
160,갤러리S.P,서울특별시 용산구 회나무로44가길 30(이태원동),갤러리SP_001_38567960.jpg,갤러리SP_001_38567960.jpg,13
161,갤러리구루지,서울특별시 구로구 구로동 102,감로천생태공원_001_40959185.JPG,감로천생태공원_001_40959185.JPG,4
162,갤러리라메르,서울특별시 종로구 인사동5길 26(관훈동),갤러리 라메르_001_41192344.jpg,갤러리 라메르_001_41192344.jpg,1
163,갤러리룩스,서울특별시 종로구 필운대로7길 12(옥인동),갤러리룩스_001_42415180.jpg,갤러리룩스_001_42415180.jpg,1
164,갤러리마노,서울특별시 강남구 압구정로46길 71(신사동),갤러리마노_012_42034085.jpg,갤러리마노_012_42034085.jpg,9
165,갤러리미,서울특별시 강남구 청담동 118-17,갤러리미_001_36942162.jpg,갤러리미_001_36942162.jpg,9
166,갤러리서림,서울특별시 강남구 학동로 523(청담동),갤러리서림_001_36942615.jpg,갤러리서림_001_36942615.jpg,9
167,갤러리스클로,서울특별시 중구 다산로16길 29(신당동),갤러리스클로_001_36322253.jpg,갤러리스클로_001_36322253.jpg,11
168,갤러리시몬,서울특별시 종로구 자하문로6길 20(통의동),갤러리시몬_001_38290371.jpg,갤러리시몬_001_38290371.jpg,1
169,갤러리아트링크,서울특별시 종로구 율곡로3길 66-17(안국동),갤러리아트링크_025_40051675.jpg,갤러리아트링크_025_40051675.jpg,1
170,갤러리아트사이드,서울특별시 종로구 자하문로6길 15(통의동),갤러리아트사이드_001_38290845.jpg,갤러리아트사이드_001_38290845.jpg,1
171,갤러리아팰리스,서울특별시 송파구 올림픽로 212,갤러리아팰리스_002_0.jpg,갤러리아팰리스_002_0.jpg,14
172,갤러리에이엠,서울특별시 종로구 팔판길 23(팔판동),갤러리에이엠_002_41314363.jpg,갤러리에이엠_002_41314363.jpg,1
173,갤러리우림,서울특별시 종로구 관훈동 30-27,갤러리 우림_001_34515484.jpg,갤러리 우림_001_34515484.jpg,1
174,갤러리원,서울특별시 강남구 압구정로71길 14(청담동),갤러리원_004_36943077.jpg,갤러리원_004_36943077.jpg,9
175,갤러리위,서울특별시 강남구 청담동 22-23,갤러리위_001_42034320.jpg,갤러리위_001_42034320.jpg,9
176,갤러리위앤,서울특별시 마포구 양화로16길 14-16(서교동),갤러리We.AN(구잔다리)_001_37441832.jpg,갤러리We.AN(구잔다리)_001_37441832.jpg,8
177,갤러리인데코,서울특별시 강남구 신사동 615-4,갤러리인데코_006_36943551.jpg,갤러리인데코_006_36943551.jpg,9
178,갤러리조선,서울특별시 종로구 북촌로5길 64(소격동),갤러리조선_001_38750097.jpg,갤러리조선_001_38750097.jpg,1
179,갤러리피치,서울특별시 강남구 청담동 122-22,갤러리피치_007_36943956.jpg,갤러리피치_007_36943956.jpg,9
180,갤러리한,서울특별시 종로구 인사동10길 23-4(경운동),갤러리한_001_38961575.jpg,갤러리한_001_38961575.jpg,1
181,갤러리현대본관,서울특별시 종로구 사간동 122,갤러리_현대_본관_001_32992789.JPG,갤러리_현대_본관_001_32992789.JPG,1
182,거리공원,서울특별시 구로구 구로동,거러공원_001_0.jpg,거러공원_001_0.jpg,4
183,거북골근린공원,서울특별시 은평구 갈현동 산145-29,거북골근린공원_002_0.jpg,거북골근린공원_002_0.jpg,12
184,건국대학교박물관,서울특별시 광진구 능동로 120 건국대학교,[중랑&광진]건국대학교 박물관_001_43197341.jpg,[중랑&광진]건국대학교 박물관_001_43197341.jpg,2
185,건국대학교병원,서울특별시 광진구 화양동 4-12,건국대학교병원_001_33445255.JPG,건국대학교병원_001_33445255.JPG,2
186,건국대학교서울캠퍼스,서울특별시 광진구 화양동 1,건국대학교서울캠퍼스_001_40793583.jpg,건국대학교서울캠퍼스_001_40793583.jpg,2
187,건국대학교서울캠퍼스_KU씨네마테크,서울특별시 광진구 화양동 1,1.건국대학교 서울캠퍼스_KU씨네마테크__002_41505975.JPG,1.건국대학교 서울캠퍼스_KU씨네마테크__002_41505975.JPG,2
188,건국대학교서울캠퍼스_공간정보연구실,서울특별시 광진구 화양동 1,26.건국대학교 서울캠퍼스_공간정보연구실__001_43017473.JPG,26.건국대학교 서울캠퍼스_공간정보연구실__001_43017473.JPG,2
189,건국대학교서울캠퍼스_공과대학,서울특별시 광진구 화양동 1,25.건국대학교 서울캠퍼스_공과대학__001_43017273.JPG,25.건국대학교 서울캠퍼스_공과대학__001_43017273.JPG,2
190,건국대학교서울캠퍼스_공예관,서울특별시 광진구 화양동 1,29.건국대학교 서울캠퍼스_공예관_001_43018100.JPG,29.건국대학교 서울캠퍼스_공예관_001_43018100.JPG,2
191,건국대학교서울캠퍼스_공학관,서울특별시 광진구 화양동 1,27.건국대학교 서울캠퍼스_공학관__001_43017675.JPG,27.건국대학교 서울캠퍼스_공학관__001_43017675.JPG,2
192,건국대학교서울캠퍼스_교육과학관,서울특별시 광진구 화양동 1,연세대학교 신촌캠퍼스_교육과학관_001_34803406.jpg,연세대학교 신촌캠퍼스_교육과학관_001_34803406.jpg,2
193,건국대학교서울캠퍼스_교육연수원,서울특별시 광진구 화양동 1,18.건국대학교 서울캠퍼스_교육연수원__001_43015441.JPG,18.건국대학교 서울캠퍼스_교육연수원__001_43015441.JPG,2
